Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2016;1.330
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2015;1.123
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2014;958
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2013;1.024
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2021;494
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2020;372
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2019;498
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2018;464
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2017;364
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2016;334
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2015;254
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2014;216
Hombres;Extranjera;De 41 a 50 años;Condenados con tres delitos;2013;178
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2021;402
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2020;280
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2019;377
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2018;311
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2017;269
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2016;204
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2015;125
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2014;75
Hombres;Extranjera;De 41 a 50 años;Condenados con cuatro o más delitos;2013;68
Hombres;Extranjera;De 51 a 60 años;Total;2021;3.735
Hombres;Extranjera;De 51 a 60 años;Total;2020;2.825
Hombres;Extranjera;De 51 a 60 años;Total;2019;3.506
Hombres;Extranjera;De 51 a 60 años;Total;2018;3.089
Hombres;Extranjera;De 51 a 60 años;Total;2017;2.754
Hombres;Extranjera;De 51 a 60 años;Total;2016;2.626
Hombres;Extranjera;De 51 a 60 años;Total;2015;2.151
Hombres;Extranjera;De 51 a 60 años;Total;2014;1.948
Hombres;Extranjera;De 51 a 60 años;Total;2013;1.893
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2021;2.909
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2020;2.215
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2019;2.755
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2018;2.456
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2017;2.220
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2016;2.161
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2015;1.779
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2014;1.639
Hombres;Extranjera;De 51 a 60 años;Condenados con un delito;2013;1.621
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2021;564
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2020;449
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2019;519
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2018;472
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2017;383
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2016;348
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2015;292
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2014;241
Hombres;Extranjera;De 51 a 60 años;Condenados con dos delitos;2013;208
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2021;150
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2020;93
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2019;136
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2018;98
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2017;94
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2016;75
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2015;53
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2014;45
Hombres;Extranjera;De 51 a 60 años;Condenados con tres delitos;2013;49
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2021;112
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2020;68
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2019;96
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2018;63
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2017;57
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2016;42
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2015;27
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2014;23
Hombres;Extranjera;De 51 a 60 años;Condenados con cuatro o más delitos;2013;15
Hombres;Extranjera;De 61 a 70 años;Total;2021;849
Hombres;Extranjera;De 61 a 70 años;Total;2020;626
Hombres;Extranjera;De 61 a 70 años;Total;2019;794
Hombres;Extranjera;De 61 a 70 años;Total;2018;715
Hombres;Extranjera;De 61 a 70 años;Total;2017;635
Hombres;Extranjera;De 61 a 70 años;Total;2016;564
Hombres;Extranjera;De 61 a 70 años;Total;2015;413
Hombres;Extranjera;De 61 a 70 años;Total;2014;388
Hombres;Extranjera;De 61 a 70 años;Total;2013;415
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2021;668
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2020;515
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2019;636
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2018;588
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2017;534
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2016;467
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2015;355
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2014;333
Hombres;Extranjera;De 61 a 70 años;Condenados con un delito;2013;364
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2021;129
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2020;84
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2019;113
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2018;99
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2017;80
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2016;72
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2015;45
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2014;46
Hombres;Extranjera;De 61 a 70 años;Condenados con dos delitos;2013;45
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2021;29
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2020;16
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2019;25
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2018;17
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2017;13
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2016;20
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2015;10
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2014;7
Hombres;Extranjera;De 61 a 70 años;Condenados con tres delitos;2013;4
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2021;23
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2020;11
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2019;20
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2018;11
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2017;8
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2016;5
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2015;3
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2014;2
Hombres;Extranjera;De 61 a 70 años;Condenados con cuatro o más delitos;2013;2
Hombres;Extranjera;71 y más años;Total;2021;183
Hombres;Extranjera;71 y más años;Total;2020;135
Hombres;Extranjera;71 y más años;Total;2019;171
Hombres;Extranjera;71 y más años;Total;2018;168
Hombres;Extranjera;71 y más años;Total;2017;155
Hombres;Extranjera;71 y más años;Total;2016;139
Hombres;Extranjera;71 y más años;Total;2015;88
Hombres;Extranjera;71 y más años;Total;2014;83
Hombres;Extranjera;71 y más años;Total;2013;84
Hombres;Extranjera;71 y más años;Condenados con un delito;2021;154
Hombres;Extranjera;71 y más años;Condenados con un delito;2020;111
Hombres;Extranjera;71 y más años;Condenados con un delito;2019;146
Hombres;Extranjera;71 y más años;Condenados con un delito;2018;150
Hombres;Extranjera;71 y más años;Condenados con un delito;2017;127
Hombres;Extranjera;71 y más años;Condenados con un delito;2016;125
Hombres;Extranjera;71 y más años;Condenados con un delito;2015;84
Hombres;Extranjera;71 y más años;Condenados con un delito;2014;74
Hombres;Extranjera;71 y más años;Condenados con un delito;2013;71
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2021;24
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2020;20
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2019;19
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2018;12
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2017;23
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2016;11
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2015;4
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2014;7
Hombres;Extranjera;71 y más años;Condenados con dos delitos;2013;10
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2021;4
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2020;3
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2019;3
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2018;4
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2017;5
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2016;2
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2015;0
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2014;1
Hombres;Extranjera;71 y más años;Condenados con tres delitos;2013;1
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2021;1
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2020;1
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2019;3
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2018;2
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2017;0
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2016;1
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2015;0
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2014;1
Hombres;Extranjera;71 y más años;Condenados con cuatro o más delitos;2013;2
Mujeres;Total;Total ;Total;2021;54.421
Mujeres;Total;Total ;Total;2020;43.181
Mujeres;Total;Total ;Total;2019;59.209
Mujeres;Total;Total ;Total;2018;59.426
Mujeres;Total;Total ;Total;2017;59.583
Mujeres;Total;Total ;Total;2016;52.246
Mujeres;Total;Total ;Total;2015;31.986
Mujeres;Total;Total ;Total;2014;27.219
Mujeres;Total;Total ;Total;2013;25.180
Mujeres;Total;Total ;Condenados con un delito;2021;43.678
Mujeres;Total;Total ;Condenados con un delito;2020;35.296
Mujeres;Total;Total ;Condenados con un delito;2019;47.973
Mujeres;Total;Total ;Condenados con un delito;2018;48.748
Mujeres;Total;Total ;Condenados con un delito;2017;49.561
Mujeres;Total;Total ;Condenados con un delito;2016;43.944
Mujeres;Total;Total ;Condenados con un delito;2015;27.546
Mujeres;Total;Total ;Condenados con un delito;2014;23.642
Mujeres;Total;Total ;Condenados con un delito;2013;22.222
Mujeres;Total;Total ;Condenados con dos delitos;2021;7.121
Mujeres;Total;Total ;Condenados con dos delitos;2020;5.477
Mujeres;Total;Total ;Condenados con dos delitos;2019;7.499
Mujeres;Total;Total ;Condenados con dos delitos;2018;7.089
Mujeres;Total;Total ;Condenados con dos delitos;2017;6.813
Mujeres;Total;Total ;Condenados con dos delitos;2016;5.733
Mujeres;Total;Total ;Condenados con dos delitos;2015;3.448
Mujeres;Total;Total ;Condenados con dos delitos;2014;2.806
Mujeres;Total;Total ;Condenados con dos delitos;2013;2.371
Mujeres;Total;Total ;Condenados con tres delitos;2021;1.971
Mujeres;Total;Total ;Condenados con tres delitos;2020;1.321
Mujeres;Total;Total ;Condenados con tres delitos;2019;1.833
Mujeres;Total;Total ;Condenados con tres delitos;2018;1.758
Mujeres;Total;Total ;Condenados con tres delitos;2017;1.681
Mujeres;Total;Total ;Condenados con tres delitos;2016;1.375
Mujeres;Total;Total ;Condenados con tres delitos;2015;620
Mujeres;Total;Total ;Condenados con tres delitos;2014;525
Mujeres;Total;Total ;Condenados con tres delitos;2013;406
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2021;1.651
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2020;1.087
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2019;1.904
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2018;1.831
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2017;1.528
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2016;1.194
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2015;372
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2014;246
Mujeres;Total;Total ;Condenados con cuatro o más delitos;2013;181
Mujeres;Total;De 18 a 20 años;Total;2021;4.569
Mujeres;Total;De 18 a 20 años;Total;2020;3.725
Mujeres;Total;De 18 a 20 años;Total;2019;5.346
Mujeres;Total;De 18 a 20 años;Total;2018;5.659
Mujeres;Total;De 18 a 20 años;Total;2017;6.118
Mujeres;Total;De 18 a 20 años;Total;2016;5.094
Mujeres;Total;De 18 a 20 años;Total;2015;2.801
Mujeres;Total;De 18 a 20 años;Total;2014;2.353
Mujeres;Total;De 18 a 20 años;Total;2013;2.230
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2021;3.696
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2020;3.102
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2019;4.524
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2018;4.753
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2017;5.356
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2016;4.399
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2015;2.454
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2014;2.067
Mujeres;Total;De 18 a 20 años;Condenados con un delito;2013;2.043
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2021;549
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2020;430
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2019;562
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2018;586
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2017;510
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2016;476
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2015;271
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2014;218
Mujeres;Total;De 18 a 20 años;Condenados con dos delitos;2013;151
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2021;187
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2020;99
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2019;124
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2018;149
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2017;125
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2016;105
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2015;44
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2014;43
Mujeres;Total;De 18 a 20 años;Condenados con tres delitos;2013;29
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2021;137
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2020;94
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2019;136
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2018;171
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2017;127
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2016;114
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2015;32
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2014;25
Mujeres;Total;De 18 a 20 años;Condenados con cuatro o más delitos;2013;7
Mujeres;Total;De 21 a 25 años;Total;2021;7.277
Mujeres;Total;De 21 a 25 años;Total;2020;5.932
Mujeres;Total;De 21 a 25 años;Total;2019;8.418
Mujeres;Total;De 21 a 25 años;Total;2018;8.828
Mujeres;Total;De 21 a 25 años;Total;2017;9.136
Mujeres;Total;De 21 a 25 años;Total;2016;8.327
Mujeres;Total;De 21 a 25 años;Total;2015;5.243
Mujeres;Total;De 21 a 25 años;Total;2014;4.662
Mujeres;Total;De 21 a 25 años;Total;2013;4.301
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2021;5.831
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2020;4.857
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2019;6.780
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2018;7.236
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2017;7.589
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2016;7.038
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2015;4.535
Mujeres;Total;De 21 a 25 años;Condenados con un delito;2014;4.141
